dataset_index,config_type,domain,role,ft_split,natoms,nSi,nO,O_over_Si,content_sha12
7046,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,67c421edfafc
7047,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,76,52,24,0.4615,6f4b3b69872e
7048,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,180,108,72,0.6667,b9d435f5f1eb
7049,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,180,108,72,0.6667,f616ff446e56
7050,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,180,108,72,0.6667,f53cb1cadd8f
7051,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,180,108,72,0.6667,330a8bb7e50e
7052,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,180,108,72,0.6667,2d8c7e6530d7
7054,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,96,64,32,0.5,4c565939463e
7055,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,96,64,32,0.5,3b8c7fd8e6dc
7056,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,216,144,72,0.5,7530804b3061
7057,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,216,144,72,0.5,cc4f303e4064
7058,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,96,64,32,0.5,f9c47a44d7c3
7059,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,96,64,32,0.5,d7e4d982e7ab
7060,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,3bd4d1e8ac9c
7061,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,ecb8b37e0f66
7063,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,fb0ec82b8e66
7065,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,3487536d06f5
7067,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,144,96,48,0.5,53626464024c
7068,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,48,24,0.5,fc579f7d55db
7069,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,48,24,0.5,511b91ebbaa9
7071,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,48,24,0.5,23d30bb092ef
7072,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,72,48,24,0.5,de7c653cc5d2
7073,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,48,24,0.5,5b4ec5165c5b
7075,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,97cac931e333
7076,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,5a464e618441
7077,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,a5997a15ca43
7078,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,e673af32b01f
7079,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,ece9638f476e
7080,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,613e7d8df97e
7081,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,71e63a375677
7082,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,76,52,24,0.4615,92cf1d9ec289
7083,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,80,48,32,0.6667,36a3ff26b43d
7084,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,172,116,56,0.4828,8a6dcc17f995
7085,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,172,116,56,0.4828,88fc56f6c18a
7086,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,172,116,56,0.4828,b470fd14fa64
7087,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,172,116,56,0.4828,4d2314c02f68
7088,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,96,64,32,0.5,99c711b7f204
7089,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,80,48,32,0.6667,7fc6cfee79da
7092,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,32,16,16,1.0,bc9c954d9aac
7093,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,176,112,64,0.5714,d39b194944c6
7095,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,32,16,16,1.0,e8df5a04c277
7096,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,32,16,16,1.0,734f65eab3fd
7097,SiOx_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,32,16,16,1.0,067c49cd904f
7100,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,144,72,72,1.0,21d367619dc7
7103,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,144,72,72,1.0,569c163715ca
7107,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,144,72,72,1.0,026a1aa8d42f
7111,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,180,108,72,0.6667,6e273d2c49b8
7115,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,180,108,72,0.6667,7d3d7f759971
7120,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,val,216,144,72,0.5,08c9066f8f07
7125,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,216,144,72,0.5,46bce88b032d
7128,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,216,144,72,0.5,14645e270386
7131,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,144,96,48,0.5,9ee5ae116413
7134,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,144,96,48,0.5,d90f67574069
7139,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,144,96,48,0.5,1d52c43010f1
7143,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,72,48,24,0.5,ee3062cb1b89
7147,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,72,48,24,0.5,997c1af93a50
7151,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,64,32,32,1.0,68ff55a2cbb9
7155,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,64,32,32,1.0,d72e68011d94
7158,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,val,64,32,32,1.0,e48784d59a42
7163,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,96,48,48,1.0,58c2209f2fe9
7167,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,96,48,48,1.0,82b803eb2c12
7171,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,128,64,64,1.0,e6b7843799bc
7174,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,128,64,64,1.0,fa943a0ccfce
7179,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,128,64,64,1.0,c02a77c705ef
7182,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,160,80,80,1.0,484c182cca22
7186,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,160,80,80,1.0,b206bdfa1a56
7191,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,128,64,64,1.0,821e4edae735
7196,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,128,64,64,1.0,9d557ec2554d
7199,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,val,128,64,64,1.0,258a05d7526e
7202,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,256,128,128,1.0,919057ed2329
7207,SiOx_crystal_amorphous_interfaces,replay:SiOx_crystal_amorphous_interfaces,replay,train,256,128,128,1.0,9c6b3455a356
7208,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,148,53,95,1.7925,a0b193766d50
7209,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,155,56,99,1.7679,c0564910f812
7210,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,158,55,103,1.8727,3fb7a5ef72bb
7213,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,144,51,93,1.8235,05a8006ddaca
7214,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,147,50,97,1.94,66b494c7b4ee
7215,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,150,51,99,1.9412,e369e9fc2515
7218,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,154,56,98,1.75,429715277dfb
7219,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,152,55,97,1.7636,fe1e6809361a
7220,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,145,51,94,1.8431,c80e376edb30
7221,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,154,59,95,1.6102,177ea7198124
7222,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,148,68,80,1.1765,00c2c4cd1290
7224,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,154,79,75,0.9494,9020cdc1a7de
7225,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,137,71,66,0.9296,088ad0e68f1e
7226,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,148,74,74,1.0,048decc934cf
7227,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,146,74,72,0.973,8bd283c5660a
7228,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,150,73,77,1.0548,7736b4ecf8ac
7229,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,124,70,54,0.7714,a11eff9066dd
7230,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,134,85,49,0.5765,b73c51db81bf
7231,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,123,80,43,0.5375,e52bef692898
7232,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,122,76,46,0.6053,79231f3a5df5
7233,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,134,76,58,0.7632,64fbdc1ed4e7
7234,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,136,79,57,0.7215,a47e76d6846c
7235,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,185,75,110,1.4667,044b60bb49c1
7237,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,188,75,113,1.5067,c4ed38858741
7240,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,200,82,118,1.439,e748e0ec55af
7242,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,190,74,116,1.5676,f2491fae4002
7243,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,192,76,116,1.5263,0d4dff74151f
7244,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,179,73,106,1.4521,18a5f1f49f1e
7245,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,181,73,108,1.4795,12cfbe09e19d
7246,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,185,77,108,1.4026,d8a4df3fc7bc
7247,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,179,73,106,1.4521,cdb80215f510
7248,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,190,78,112,1.4359,634a040a09b9
7249,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,197,79,118,1.4937,64ea31691c82
7250,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,186,71,115,1.6197,578994f33127
7252,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,182,72,110,1.5278,a7312e823606
7253,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,180,72,108,1.5,fb665490bd4f
7255,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,188,77,111,1.4416,c9647c7d98fc
7256,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,186,76,110,1.4474,3f690787db8e
7257,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,186,74,112,1.5135,efe2138a3c70
7258,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,186,69,117,1.6957,580af1085d2d
7259,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,197,82,115,1.4024,16b45dcf0841
7260,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,187,77,110,1.4286,a42ed7f9422f
7261,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,193,77,116,1.5065,626d1208d79d
7262,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,182,73,109,1.4932,92a9d6e879b1
7263,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,181,75,106,1.4133,86c6fd6ea710
7264,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,197,84,113,1.3452,783fa50ef05a
7265,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,187,76,111,1.4605,e52ae7203779
7266,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,188,74,114,1.5405,22b828eb4348
7267,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,183,70,113,1.6143,1b4ec2655ddf
7268,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,200,83,117,1.4096,3aa346f1fbfa
7269,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,185,73,112,1.5342,940ffe5cede1
7270,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,184,72,112,1.5556,4c395936e54a
7273,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,182,69,113,1.6377,36c6395c14db
7275,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,187,72,115,1.5972,92d0c19f59c6
7276,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,185,71,114,1.6056,aa66c97236cb
7277,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,188,73,115,1.5753,61dff4c61d88
7278,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,186,78,108,1.3846,d1f8610124df
7279,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,185,76,109,1.4342,d093524bcf56
7281,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,186,72,114,1.5833,5d78a0a5329b
7282,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,189,75,114,1.52,b01c22f369a0
7283,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,174,66,108,1.6364,80b9f82a056e
7285,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,187,75,112,1.4933,49d5e0c93373
7286,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,175,72,103,1.4306,8121a61df7ec
7287,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,185,78,107,1.3718,ebe995568770
7289,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,203,87,116,1.3333,c97ec26c49e8
7290,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,195,78,117,1.5,99c2afe4d21d
7291,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,187,75,112,1.4933,816047378026
7292,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,180,73,107,1.4658,8d78b9861dc0
7295,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,158,56,102,1.8214,811220234361
7296,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,152,55,97,1.7636,a358af1a1558
7297,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,161,59,102,1.7288,38346f908b65
7298,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,153,53,100,1.8868,f7fb49a57c8d
7299,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,156,56,100,1.7857,aeb197ba8439
7302,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,151,56,95,1.6964,3c3701f78f89
7303,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,153,52,101,1.9423,a23957d7e54d
7304,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,154,59,95,1.6102,2153b419891e
7305,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,143,46,97,2.1087,c2aa4132a641
7306,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,155,56,99,1.7679,446c52cbff0d
7308,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,146,51,95,1.8627,6859043205ae
7310,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,156,57,99,1.7368,634efcaeeba4
7311,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,147,54,93,1.7222,2dce570bda89
7312,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,163,58,105,1.8103,55d399910473
7313,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,141,52,89,1.7115,1dd0ab0c66c7
7314,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,147,53,94,1.7736,f035ce48efd4
7315,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,149,53,96,1.8113,226303a4ddfa
7316,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,156,58,98,1.6897,455f1272f214
7317,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,148,52,96,1.8462,cd5dd79b0871
7319,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,150,49,101,2.0612,165d04d69a3f
7320,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,136,49,87,1.7755,bce0543b88a9
7321,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,147,53,94,1.7736,bcc7995285be
7322,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,147,72,75,1.0417,995575222622
7323,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,139,71,68,0.9577,6c8e8e44755a
7324,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,130,69,61,0.8841,e11ad0b2f577
7325,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,139,68,71,1.0441,d0c0ab82b6ba
7327,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,133,82,51,0.622,a4c0be0ac8f4
7328,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,130,87,43,0.4943,291b548f8f59
7329,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,122,80,42,0.525,c9f78e0df11c
7330,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,131,79,52,0.6582,bc41881ba7ad
7331,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,127,77,50,0.6494,b62c53389b06
7332,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,133,79,54,0.6835,217714cc337b
7333,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,128,79,49,0.6203,eef50cdc5603
7334,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,124,78,46,0.5897,cc877d2f99c0
7336,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,126,74,52,0.7027,ea49a1f80891
7337,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,128,75,53,0.7067,fb77faf2b6ff
7338,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,128,69,59,0.8551,764a700b7bf7
7340,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,188,74,114,1.5405,0f40902ee075
7341,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,182,77,105,1.3636,87e066d390ea
7342,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,192,78,114,1.4615,d907e4ecc9a1
7343,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,187,76,111,1.4605,43d1c2cf8796
7345,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,188,75,113,1.5067,f2dcb5c87e78
7346,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,184,75,109,1.4533,31c63ec32805
7347,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,199,82,117,1.4268,8c36663b934a
7348,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,192,72,120,1.6667,531eb3b830b8
7349,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,181,70,111,1.5857,b02006b3ec5d
7350,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,181,74,107,1.4459,2b77b2f22d8c
7354,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,171,68,103,1.5147,01dc9c1e3a9b
7356,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,185,71,114,1.6056,1be428462e0b
7359,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,181,73,108,1.4795,cd0eececbc5e
7360,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,184,74,110,1.4865,28b621df6109
7361,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,183,74,109,1.473,59bb5654361c
7362,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,193,79,114,1.443,0c8818f2367a
7363,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,189,79,110,1.3924,3eb0fe3e7d35
7368,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,194,77,117,1.5195,ba7e04aee94b
7369,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,181,72,109,1.5139,ce39517fddfa
7370,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,199,84,115,1.369,2550a87433a3
7371,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,179,71,108,1.5211,bc7ea453fbdb
7372,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,193,73,120,1.6438,9c4f98f0207a
7373,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,179,71,108,1.5211,8c80c4e46842
7375,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,182,69,113,1.6377,5c44bbf99dd7
7376,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,187,74,113,1.527,0e1cb706f9d0
7377,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,148,54,94,1.7407,45219ae367b0
7378,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,147,52,95,1.8269,668a97b3fd16
7379,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,160,58,102,1.7586,adcb1a3b04a8
7380,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,158,56,102,1.8214,cc1062e8fd60
7381,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,160,58,102,1.7586,246cdf585127
7382,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,142,52,90,1.7308,8c02402c4ea0
7383,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,157,54,103,1.9074,6551e05890f5
7384,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,163,56,107,1.9107,40835639746b
7385,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,145,51,94,1.8431,0305c31572bb
7386,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,150,54,96,1.7778,ec6fff3f6271
7387,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,158,57,101,1.7719,01c663d5b237
7388,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,148,52,96,1.8462,669473ff9c87
7389,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,151,49,102,2.0816,d1ad8b8dd938
7390,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,161,58,103,1.7759,1531197d5b20
7391,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,140,50,90,1.8,eb71cfb6f818
7392,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,148,54,94,1.7407,230559a2f2d0
7393,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,e44495eb9af7
7394,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,145,53,92,1.7358,503ca407aa20
7395,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,158,56,102,1.8214,7f6cce7e0c11
7396,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,158,57,101,1.7719,163aee938b2b
7399,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,153,55,98,1.7818,c7afe69e22e4
7400,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,142,50,92,1.84,794af2e1eeb7
7401,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,149,56,93,1.6607,8f066516d7be
7402,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,151,59,92,1.5593,7391783c130e
7403,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,159,58,101,1.7414,81128dba4d58
7404,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,155,53,102,1.9245,cd1809c274e6
7405,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,148,70,78,1.1143,d5a95000d8a5
7406,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,147,71,76,1.0704,d1cba31b3ea3
7408,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,140,71,69,0.9718,e42fc6dcec8e
7409,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,136,68,68,1.0,4e910e075874
7410,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,144,71,73,1.0282,4c2a40d9f09b
7411,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,142,77,65,0.8442,7c0e3791c5e4
7412,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,145,70,75,1.0714,86536cdac001
7413,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,153,72,81,1.125,bfc517e1ef89
7414,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,160,80,80,1.0,cf0464e8afac
7415,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,140,72,68,0.9444,4b0bfcbcdd17
7416,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,147,74,73,0.9865,8e16840c9e9f
7418,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,149,73,76,1.0411,48aaec3af9e6
7419,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,142,76,66,0.8684,11b864026332
7420,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,130,73,57,0.7808,a6a1857e4a30
7421,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,143,68,75,1.1029,6bbec698ee4c
7424,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,150,70,80,1.1429,aa195cbe2ce2
7426,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,161,83,78,0.9398,31522ed3d7b8
7428,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,145,74,71,0.9595,68c5b50e6bc1
7429,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,134,66,68,1.0303,af28bf2535f1
7430,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,131,80,51,0.6375,3808cb254f71
7431,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,126,73,53,0.726,4f98d2d8a57b
7433,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,133,81,52,0.642,624b4baf8577
7434,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,133,80,53,0.6625,f66156006ab1
7435,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,126,74,52,0.7027,d30179630bea
7436,SiOx_int_AL,SiO2x_dilute_vacancy,core,val,134,77,57,0.7403,629093e03296
7437,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,122,72,50,0.6944,64ab0a0b2806
7438,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,124,74,50,0.6757,4f05c0de5d41
7439,SiOx_int_AL,SiO2x_dilute_vacancy,core,train,128,81,47,0.5802,07408f0af19f
